Ticket purchase time,Phone Number,Ticket price,no of tickets,Type of tikcet
"Nov 29, 2022  14:13:29",9666396700,10,1,one way
"Nov 29, 2022  14:25:52",7422885313,5,1,one way
"Nov 29, 2022  14:55:06",8762895298,36,2,return
"Nov 29, 2022  14:57:33",7840341915,20,1,one way
"Nov 29, 2022  15:15:16",9290446466,108,3,return
"Nov 29, 2022  15:36:09",6694168678,5,1,one way
"Nov 29, 2022  17:10:54",8012393641,10,1,one way
"Nov 29, 2022  17:29:11",9281402260,9,1,return
"Nov 29, 2022  18:12:06",7715643803,9,1,return
"Nov 29, 2022  18:15:24",7196411777,5,1,one way
"Nov 29, 2022  18:53:51",6749141773,216,6,return
"Nov 29, 2022  18:54:43",7232569438,5,1,one way
"Nov 29, 2022  19:18:46",7418969675,25,5,one way
"Nov 29, 2022  19:53:37",8400055398,5,1,one way
"Nov 29, 2022  20:02:07",7687917930,20,1,one way
"Nov 29, 2022  20:15:30",6903400685,10,1,one way
"Nov 29, 2022  20:47:20",8615556768,20,1,one way
"Nov 29, 2022  21:28:05",6851664920,5,1,one way
"Nov 29, 2022  21:37:00",6769783994,5,1,one way
"Nov 29, 2022  22:02:04",7802553255,5,1,one way
"Nov 29, 2022  22:50:53",7864798407,80,4,one way
"Nov 30, 2022  01:02:30",8076976698,10,1,one way
"Nov 30, 2022  01:04:13",9523514793,5,1,one way
"Nov 30, 2022  01:15:19",9604448435,20,1,one way
"Nov 30, 2022  02:19:24",8130175167,30,3,one way
"Nov 30, 2022  03:20:27",8073408892,10,1,one way
"Nov 30, 2022  03:40:11",9607161716,5,1,one way
"Nov 30, 2022  03:40:19",9500149749,10,1,one way
"Nov 30, 2022  03:42:12",9122344473,9,1,return
"Nov 30, 2022  06:17:51",9353356548,60,6,one way
"Nov 30, 2022  06:19:09",9533900168,10,1,one way
"Nov 30, 2022  06:35:34",9375875494,25,5,one way
"Nov 30, 2022  06:54:52",7981986301,10,1,one way
"Nov 30, 2022  08:49:29",6579921930,5,1,one way
"Nov 30, 2022  08:50:30",8992357506,5,1,one way
"Nov 30, 2022  09:48:06",6750696566,10,1,one way
"Nov 30, 2022  10:44:33",7602436175,20,1,one way
"Nov 30, 2022  10:45:33",9128695113,20,1,one way
"Nov 30, 2022  11:02:59",6583722963,5,1,one way
"Nov 30, 2022  11:21:16",8179964063,5,1,one way
"Nov 30, 2022  11:33:04",6777457337,10,1,one way
"Nov 30, 2022  11:44:10",8800457493,30,3,one way
"Nov 30, 2022  11:59:51",6864529881,5,1,one way
"Nov 30, 2022  12:14:33",8424156535,80,4,one way
"Nov 30, 2022  13:04:39",6731305925,10,1,one way
"Nov 30, 2022  13:04:57",8662116227,10,1,one way
"Nov 30, 2022  13:09:24",9284467045,5,1,one way
"Nov 30, 2022  14:48:46",7268478587,5,1,one way
"Nov 30, 2022  16:26:59",7971571109,5,1,one way
"Nov 30, 2022  16:46:51",6743631561,20,1,one way
"Nov 30, 2022  17:25:00",6656793186,20,1,one way
"Nov 30, 2022  17:45:36",8380274185,5,1,one way
"Nov 30, 2022  17:52:13",8612421720,36,4,return
"Nov 30, 2022  18:05:37",8424742620,20,1,one way
"Nov 30, 2022  19:20:38",8021299781,20,1,one way
"Nov 30, 2022  19:24:40",8895525480,5,1,one way
"Nov 30, 2022  19:32:01",8765232185,20,1,one way
"Nov 30, 2022  20:08:53",9412994457,5,1,one way
"Nov 30, 2022  20:26:10",7689913981,5,1,one way
"Nov 30, 2022  20:42:43",7222579062,5,1,one way
"Nov 30, 2022  21:07:47",7477030412,10,1,one way
"Nov 30, 2022  22:51:27",8563529204,20,1,one way
"Dec 1, 2022  01:44:50",8491056700,60,6,one way
"Dec 1, 2022  01:45:16",8480428677,10,1,one way
"Dec 1, 2022  03:23:02",7623802412,216,6,return
"Dec 1, 2022  04:00:37",9334216104,20,1,one way
"Dec 1, 2022  04:20:21",9817371712,5,1,one way
"Dec 1, 2022  04:35:46",8356633950,80,4,one way
"Dec 1, 2022  06:21:53",7680604817,10,1,one way
"Dec 1, 2022  06:26:56",9824852773,20,1,one way
"Dec 1, 2022  06:26:56",9750726279,10,1,one way
"Dec 1, 2022  06:40:11",8864248369,10,1,one way
"Dec 1, 2022  06:47:31",9276561351,5,1,one way
"Dec 1, 2022  06:49:58",9138860852,5,1,one way
"Dec 1, 2022  06:58:02",6788557318,36,2,return
"Dec 1, 2022  07:13:26",7435089586,5,1,one way
"Dec 1, 2022  07:22:57",8392579769,30,3,one way
"Dec 1, 2022  07:42:40",7758754790,36,4,return
"Dec 1, 2022  07:47:34",9240929438,5,1,one way
"Dec 1, 2022  07:51:27",8837009750,10,1,one way
"Dec 1, 2022  08:46:54",9358757273,10,1,one way
"Dec 1, 2022  09:04:36",8590044246,10,1,one way
"Dec 1, 2022  10:13:09",9117851815,5,1,one way
"Dec 1, 2022  11:29:37",7691783780,5,1,one way
"Dec 1, 2022  12:40:11",7365604778,25,5,one way
"Dec 1, 2022  13:08:15",9797638674,10,1,one way
"Dec 1, 2022  13:17:02",7332322417,20,1,one way
"Dec 1, 2022  13:23:40",7625579012,20,1,one way
"Dec 1, 2022  13:50:36",8181363216,10,1,one way
"Dec 1, 2022  14:17:31",8519933137,10,1,one way
"Dec 1, 2022  14:41:34",6911304081,80,4,one way
"Dec 1, 2022  14:51:30",6650156058,20,1,one way
"Dec 1, 2022  14:52:48",8873175984,5,1,one way
"Dec 1, 2022  15:45:39",8343248121,5,1,one way
"Dec 1, 2022  16:05:05",6624323566,25,5,one way
"Dec 1, 2022  16:24:14",9827115614,5,1,one way
"Dec 1, 2022  16:33:27",9069256318,9,1,return
"Dec 1, 2022  16:42:58",7223834485,10,1,one way
"Dec 1, 2022  17:04:34",8656254206,10,1,one way
"Dec 1, 2022  17:31:55",7924103958,10,1,one way
"Dec 1, 2022  18:28:05",7364505769,20,1,one way
"Dec 1, 2022  18:55:00",8904067332,10,2,one way
"Dec 1, 2022  20:06:26",8363817395,20,1,one way
"Dec 1, 2022  20:13:38",8621549177,10,2,one way
"Dec 1, 2022  20:35:31",9138242711,5,1,one way
"Dec 1, 2022  21:51:50",9623059383,10,1,one way
"Dec 2, 2022  01:26:41",8942513534,5,1,one way
"Dec 2, 2022  01:29:25",8959006275,20,1,one way
"Dec 2, 2022  01:46:34",7018601234,216,6,return
"Dec 2, 2022  02:35:23",7735679653,10,2,one way
"Dec 2, 2022  04:44:50",9680889295,10,1,one way
"Dec 2, 2022  04:46:25",8027551082,5,1,one way
"Dec 2, 2022  05:28:11",7246433445,20,1,one way
"Dec 2, 2022  05:59:34",8582627921,5,1,one way
"Dec 2, 2022  06:49:58",6915947014,20,1,one way
"Dec 2, 2022  06:55:44",8544244574,10,1,one way
"Dec 2, 2022  06:58:45",7359279761,10,1,one way
"Dec 2, 2022  07:03:13",7494613702,5,1,one way
"Dec 2, 2022  07:48:52",8177503753,216,6,return
"Dec 2, 2022  09:12:23",7927602572,36,4,return
"Dec 2, 2022  09:45:39",7759985605,5,1,one way
"Dec 2, 2022  09:54:35",8058410344,10,1,one way
"Dec 2, 2022  10:00:37",9526580462,5,1,one way
"Dec 2, 2022  10:08:07",6938977592,36,2,return
"Dec 2, 2022  10:17:11",7581938600,20,1,one way
"Dec 2, 2022  11:34:48",8941479347,25,5,one way
"Dec 2, 2022  12:18:35",9793624722,10,1,one way
"Dec 2, 2022  13:42:49",7934396148,108,3,return
"Dec 2, 2022  13:55:38",7696446884,5,1,one way
"Dec 2, 2022  14:18:14",7790027380,108,3,return
"Dec 2, 2022  14:27:36",8059868784,90,5,return
"Dec 2, 2022  14:38:50",6715847958,5,1,one way
"Dec 2, 2022  14:55:41",8985744135,36,2,return
"Dec 2, 2022  15:29:14",7884695752,10,1,one way
"Dec 2, 2022  15:50:15",8964276704,60,6,one way
"Dec 2, 2022  15:53:34",8889270889,80,4,one way
"Dec 2, 2022  15:55:26",9583422638,20,1,one way
"Dec 2, 2022  16:08:07",7046231727,10,1,one way
"Dec 2, 2022  16:44:33",7854831953,9,1,return
"Dec 2, 2022  16:55:21",7088032557,10,1,one way
"Dec 2, 2022  17:00:58",6883250521,36,4,return
"Dec 2, 2022  17:09:53",7688437498,5,1,one way
"Dec 2, 2022  17:10:19",9031514074,5,1,one way
"Dec 2, 2022  17:39:07",7975644629,10,1,one way
"Dec 2, 2022  18:04:28",6585967587,216,6,return
"Dec 2, 2022  18:27:04",8814381612,9,1,return
"Dec 2, 2022  18:59:11",9463006685,10,1,one way
"Dec 2, 2022  19:21:48",9211818375,10,1,one way
"Dec 2, 2022  19:53:28",9148031558,5,1,one way
"Dec 2, 2022  20:12:03",8763122087,10,1,one way
"Dec 2, 2022  20:14:21",8535884488,5,1,one way
"Dec 2, 2022  20:45:10",8665816161,10,1,one way
"Dec 2, 2022  21:39:36",9110903023,5,1,one way
"Dec 2, 2022  22:04:05",7589355975,80,4,one way
"Dec 2, 2022  22:28:42",7944093159,20,1,one way
"Dec 3, 2022  01:00:46",8209613175,36,2,return
"Dec 3, 2022  01:06:06",9545401323,10,1,one way
"Dec 3, 2022  01:33:36",7686413196,10,1,one way
"Dec 3, 2022  01:34:19",7975366188,10,1,one way
"Dec 3, 2022  01:39:04",6815103463,10,2,one way
"Dec 3, 2022  02:34:39",8343379501,10,1,one way
"Dec 3, 2022  02:51:48",6942512702,10,1,one way
"Dec 3, 2022  03:21:27",9518313469,10,2,one way
"Dec 3, 2022  03:32:33",8329238348,36,4,return
"Dec 3, 2022  05:15:22",7916187462,10,1,one way
"Dec 3, 2022  05:32:30",8291542270,216,6,return
"Dec 3, 2022  06:06:03",9750461336,5,1,one way
"Dec 3, 2022  06:26:04",7606192529,10,1,one way
"Dec 3, 2022  06:50:41",7077596048,36,4,return
"Dec 3, 2022  06:58:36",9133600560,25,5,one way
"Dec 3, 2022  07:57:39",9304432615,36,4,return
"Dec 3, 2022  08:39:42",8336926669,36,4,return
"Dec 3, 2022  09:01:09",7778600169,60,6,one way
"Dec 3, 2022  09:16:42",7109804879,10,1,one way
"Dec 3, 2022  09:51:50",9772142141,10,1,one way
"Dec 3, 2022  09:55:18",8896241001,5,1,one way
"Dec 3, 2022  09:56:53",6971658070,10,1,one way
"Dec 3, 2022  10:29:00",9197157618,10,1,one way
"Dec 3, 2022  10:32:53",9109242543,10,1,one way
"Dec 3, 2022  10:51:36",6680157290,5,1,one way
"Dec 3, 2022  11:21:16",6565660745,5,1,one way
"Dec 3, 2022  12:55:18",7054687279,30,3,one way
"Dec 3, 2022  13:01:29",8867157119,108,3,return
"Dec 3, 2022  13:14:18",9461172927,5,1,one way
"Dec 3, 2022  13:16:02",9289851037,9,1,return
"Dec 3, 2022  13:45:59",8327653524,10,1,one way
"Dec 3, 2022  14:11:28",8759594158,36,2,return
"Dec 3, 2022  14:34:48",6855630496,20,1,one way
"Dec 3, 2022  14:41:00",8282656106,5,1,one way
"Dec 3, 2022  14:55:06",7773539075,5,1,one way
"Dec 3, 2022  15:40:54",8059737854,5,1,one way
"Dec 3, 2022  15:52:51",9296776751,20,1,one way
"Dec 3, 2022  15:59:28",7908192474,30,3,one way
"Dec 3, 2022  16:14:53",9548262732,10,1,one way
"Dec 3, 2022  17:18:58",6578990446,5,1,one way
"Dec 3, 2022  17:29:28",8686912191,108,3,return
"Dec 3, 2022  17:30:37",6549769690,20,1,one way
"Dec 3, 2022  17:35:23",8752054187,36,4,return
"Dec 3, 2022  18:04:36",8220584028,5,1,one way
"Dec 3, 2022  18:09:22",7989151605,5,1,one way
"Dec 3, 2022  19:32:44",9481216070,216,6,return
"Dec 3, 2022  21:01:35",7129298944,5,1,one way
"Dec 3, 2022  21:28:48",9704152160,9,1,return
"Dec 3, 2022  21:32:15",7793436559,5,1,one way
"Dec 3, 2022  21:35:43",7266993365,20,1,one way
"Dec 3, 2022  21:39:19",7019594397,20,1,one way
"Dec 4, 2022  01:22:05",9693742691,10,1,one way
"Dec 4, 2022  01:30:43",8490455355,10,1,one way
"Dec 4, 2022  01:39:04",7576775159,20,1,one way
"Dec 4, 2022  01:51:45",7517311576,20,1,one way
"Dec 4, 2022  02:17:14",6897036865,90,5,return
"Dec 4, 2022  02:27:19",9183476010,5,1,one way
"Dec 4, 2022  02:29:02",8923590930,9,1,return
"Dec 4, 2022  03:53:25",8528884027,10,1,one way
"Dec 4, 2022  04:01:29",8181592484,5,1,one way
"Dec 4, 2022  04:30:17",8976053444,10,1,one way
"Dec 4, 2022  04:55:29",8545323302,10,1,one way
"Dec 4, 2022  04:56:47",9734778287,5,1,one way
"Dec 4, 2022  05:55:24",9547831489,5,1,one way
"Dec 4, 2022  06:40:36",9689679163,5,1,one way
"Dec 4, 2022  06:52:16",8447928192,10,1,one way
"Dec 4, 2022  06:53:25",9602992899,10,1,one way
"Dec 4, 2022  07:58:05",9478678312,5,1,one way
"Dec 4, 2022  08:06:09",6808289425,10,1,one way
"Dec 4, 2022  08:14:30",8486401525,10,1,one way
"Dec 4, 2022  08:15:39",8833846044,20,1,one way
"Dec 4, 2022  08:18:23",7683969258,5,1,one way
"Dec 4, 2022  09:02:01",8310294493,36,2,return
"Dec 4, 2022  09:11:57",8607708182,10,1,one way
"Dec 4, 2022  09:33:33",8359418862,20,1,one way
"Dec 4, 2022  10:17:11",6820161983,5,1,one way
"Dec 4, 2022  10:27:42",8998366974,10,1,one way
"Dec 4, 2022  10:50:18",6598823967,20,1,one way
"Dec 4, 2022  11:12:29",7614418077,10,1,one way
"Dec 4, 2022  11:29:37",7219898916,10,1,one way
"Dec 4, 2022  12:14:41",8317330943,5,1,one way
"Dec 4, 2022  12:21:27",9780513957,20,1,one way
"Dec 4, 2022  12:38:36",6693355949,10,2,one way
"Dec 4, 2022  12:44:21",8628008555,5,1,one way
"Dec 4, 2022  13:44:59",7246165740,20,1,one way
"Dec 4, 2022  14:06:52",8125436827,60,6,one way
"Dec 4, 2022  14:31:47",8273504829,10,1,one way
"Dec 4, 2022  14:46:36",9271468300,60,6,one way
"Dec 4, 2022  15:21:53",9613666737,36,4,return
"Dec 4, 2022  15:28:13",8897905181,36,4,return
"Dec 4, 2022  15:57:10",6820936399,20,1,one way
"Dec 4, 2022  16:39:56",9333983824,25,5,one way
"Dec 4, 2022  16:44:15",7890738708,20,1,one way
"Dec 4, 2022  16:46:25",7450929985,10,1,one way
"Dec 4, 2022  16:50:27",9639195931,80,4,one way
"Dec 4, 2022  16:53:37",8954573908,10,1,one way
"Dec 4, 2022  17:07:52",6555634095,10,1,one way
"Dec 4, 2022  17:28:28",8634304330,216,6,return
"Dec 4, 2022  17:33:48",9486781534,10,1,one way
"Dec 4, 2022  17:47:46",7121268835,20,1,one way
"Dec 4, 2022  17:58:16",8466433399,20,1,one way
"Dec 4, 2022  17:59:08",7771484795,5,1,one way
"Dec 4, 2022  18:26:21",9029878383,20,1,one way
"Dec 4, 2022  18:44:30",8461305863,20,1,one way
"Dec 4, 2022  18:58:11",9770621065,20,1,one way
"Dec 4, 2022  19:01:03",6953129563,10,1,one way
"Dec 4, 2022  19:06:49",6785295808,20,1,one way
"Dec 4, 2022  20:11:37",7228498777,10,1,one way
"Dec 4, 2022  20:28:11",7199399116,10,1,one way
"Dec 4, 2022  20:58:25",6636686336,216,6,return
"Dec 4, 2022  20:58:42",7794149155,5,1,one way
"Dec 4, 2022  21:18:52",9242671679,20,1,one way
"Dec 4, 2022  21:26:38",6562453887,10,1,one way
"Dec 4, 2022  21:36:26",8500466089,108,3,return
"Dec 4, 2022  21:37:26",7623744308,10,1,one way
"Dec 4, 2022  22:43:24",7520545946,10,1,one way
"Dec 5, 2022  01:42:06",9762806274,10,1,one way
"Dec 5, 2022  01:43:06",8033575312,5,1,one way
"Dec 5, 2022  02:17:31",6988190446,20,1,one way
"Dec 5, 2022  03:44:12",8252024796,5,1,one way
"Dec 5, 2022  04:19:29",7993713454,9,1,return
"Dec 5, 2022  04:57:56",8673261316,20,1,one way
"Dec 5, 2022  05:07:35",6781447517,20,1,one way
"Dec 5, 2022  05:17:14",7929932918,5,1,one way
"Dec 5, 2022  05:19:58",7203074415,20,1,one way
"Dec 5, 2022  05:51:13",7070707069,20,1,one way
"Dec 5, 2022  05:51:22",7856635294,10,1,one way
"Dec 5, 2022  05:51:30",6718721012,5,1,one way
"Dec 5, 2022  06:04:36",9214281116,20,1,one way
"Dec 5, 2022  06:08:56",7357995234,10,2,one way
"Dec 5, 2022  06:55:18",8871377986,20,1,one way
"Dec 5, 2022  07:03:22",8289685876,216,6,return
"Dec 5, 2022  09:06:55",8837893774,20,1,one way
"Dec 5, 2022  09:26:56",9562308243,5,1,one way
"Dec 5, 2022  10:24:23",7664979686,216,6,return
"Dec 5, 2022  10:58:39",6596856335,5,1,one way
"Dec 5, 2022  11:01:15",9535911055,10,1,one way
"Dec 5, 2022  11:05:25",8227908584,80,4,one way
"Dec 5, 2022  11:25:09",8063062670,5,1,one way
"Dec 5, 2022  11:36:49",7989432848,20,1,one way
"Dec 5, 2022  13:13:26",8103686529,10,1,one way
"Dec 5, 2022  13:30:35",8388364141,36,2,return
"Dec 5, 2022  13:31:09",7660208191,108,3,return
"Dec 5, 2022  14:08:53",8259869249,20,1,one way
"Dec 5, 2022  14:18:32",7369242388,10,1,one way
"Dec 5, 2022  14:35:48",9376875836,20,1,one way
"Dec 5, 2022  16:06:40",6600352940,10,1,one way
"Dec 5, 2022  16:13:26",8015345837,20,1,one way
"Dec 5, 2022  16:35:54",7382738881,5,1,one way
"Dec 5, 2022  17:12:12",9633837813,20,1,one way
"Dec 5, 2022  17:20:07",7644356040,20,1,one way
"Dec 5, 2022  18:17:51",8690896436,10,1,one way
"Dec 5, 2022  18:59:02",7823475716,20,1,one way
"Dec 5, 2022  19:15:01",6764404758,10,1,one way
"Dec 5, 2022  19:16:45",8529870853,10,1,one way
"Dec 5, 2022  19:41:31",8437786245,5,1,one way
"Dec 5, 2022  19:42:49",9127172647,10,1,one way
"Dec 5, 2022  19:57:13",7772492670,20,1,one way
"Dec 5, 2022  21:28:05",7120240571,60,6,one way
"Dec 5, 2022  21:34:34",7644261226,20,1,one way
"Dec 5, 2022  21:57:10",7915349349,10,1,one way
"Dec 5, 2022  22:32:18",7952843824,10,1,one way
"Dec 5, 2022  22:39:22",7612161511,20,1,one way
"Dec 6, 2022  02:14:21",8788050471,36,4,return
"Dec 6, 2022  02:48:20",8592095832,108,3,return
"Dec 6, 2022  02:56:07",6874464670,5,1,one way
"Dec 6, 2022  03:01:44",7112151085,20,1,one way
"Dec 6, 2022  03:26:21",7531686411,10,1,one way
"Dec 6, 2022  03:42:29",7849449939,10,1,one way
"Dec 6, 2022  04:19:55",6842629398,30,3,one way
"Dec 6, 2022  04:23:05",7275379443,20,1,one way
"Dec 6, 2022  04:34:19",7324183188,5,1,one way
"Dec 6, 2022  04:36:03",9342505875,20,1,one way
"Dec 6, 2022  04:39:22",8895231041,20,1,one way
"Dec 6, 2022  04:51:27",7442402936,5,1,one way
"Dec 6, 2022  05:03:33",9146979047,20,1,one way
"Dec 6, 2022  05:14:56",7522227692,90,5,return
"Dec 6, 2022  06:41:28",9272569626,20,1,one way
"Dec 6, 2022  07:27:42",7476911711,10,1,one way
"Dec 6, 2022  07:51:19",6890893787,20,1,one way
"Dec 6, 2022  08:48:46",8177702214,5,1,one way
"Dec 6, 2022  10:12:43",8001102676,5,1,one way
"Dec 6, 2022  10:59:48",9307214411,216,6,return
"Dec 6, 2022  11:03:07",9412626121,5,1,one way
"Dec 6, 2022  11:13:38",7100078896,10,2,one way
"Dec 6, 2022  11:14:38",8081402069,5,1,one way
"Dec 6, 2022  11:39:24",7625654145,5,1,one way
"Dec 6, 2022  11:59:17",9389233623,5,1,one way
"Dec 6, 2022  12:12:58",8679807185,20,1,one way
"Dec 6, 2022  12:35:08",8229073376,216,6,return
"Dec 6, 2022  13:09:07",9522649169,30,3,one way
"Dec 6, 2022  13:24:14",8537189766,10,1,one way
"Dec 6, 2022  13:32:44",6966505359,90,5,return
"Dec 6, 2022  14:12:46",7511331568,20,1,one way
"Dec 6, 2022  14:19:49",8478870344,10,1,one way
"Dec 6, 2022  14:39:59",8616556708,5,1,one way
"Dec 6, 2022  15:02:44",8546690193,5,1,one way
"Dec 6, 2022  15:21:45",7921257084,10,1,one way
"Dec 6, 2022  16:04:22",9357684332,5,1,one way
"Dec 6, 2022  17:06:00",9774282424,9,1,return
"Dec 6, 2022  17:41:08",9399864523,80,4,one way
"Dec 6, 2022  18:19:18",8714180982,10,1,one way
"Dec 6, 2022  18:26:12",7003808465,20,1,one way
"Dec 6, 2022  18:40:28",7721166876,10,1,one way
"Dec 6, 2022  19:16:36",9828408873,25,5,one way
"Dec 6, 2022  19:20:56",6994571674,25,5,one way
"Dec 6, 2022  19:31:35",8606919129,20,1,one way
"Dec 6, 2022  19:51:27",7250857233,25,5,one way
"Dec 6, 2022  19:54:12",8969294322,108,3,return
"Dec 6, 2022  20:34:57",7079055320,5,1,one way
"Dec 6, 2022  20:57:16",8590431322,80,4,one way
"Dec 6, 2022  21:02:01",8824907591,10,1,one way
"Dec 7, 2022  01:31:18",8084600251,5,1,one way
"Dec 7, 2022  01:45:42",7352372611,10,1,one way
"Dec 7, 2022  01:57:30",9770587471,216,6,return
"Dec 7, 2022  01:59:48",7598459086,10,1,one way
"Dec 7, 2022  02:09:01",9298689982,10,2,one way
"Dec 7, 2022  02:48:03",8985089194,108,3,return
"Dec 7, 2022  02:49:47",8902969783,5,1,one way
"Dec 7, 2022  03:49:49",8230202037,20,1,one way
"Dec 7, 2022  03:52:16",8494682604,30,3,one way
"Dec 7, 2022  04:01:03",8189091398,10,1,one way
"Dec 7, 2022  05:02:50",8868403601,10,1,one way
"Dec 7, 2022  05:22:42",9640894288,10,1,one way
"Dec 7, 2022  06:34:25",6879515634,30,3,one way
"Dec 7, 2022  06:39:01",7284069649,5,1,one way
"Dec 7, 2022  06:56:27",9825527484,20,1,one way
"Dec 7, 2022  07:26:59",9181227095,5,1,one way
"Dec 7, 2022  07:58:31",7055019348,216,6,return
"Dec 7, 2022  08:26:01",7012361532,10,1,one way
"Dec 7, 2022  09:07:29",9110595358,5,1,one way
"Dec 7, 2022  09:11:57",6667448413,10,1,one way
"Dec 7, 2022  10:47:43",9039342249,5,1,one way
"Dec 7, 2022  11:03:50",8293959172,5,1,one way
"Dec 7, 2022  12:37:18",8397292918,10,1,one way
"Dec 7, 2022  12:50:59",9035877211,36,2,return
"Dec 7, 2022  12:56:01",7653921517,90,5,return
"Dec 7, 2022  13:00:55",7880086473,5,1,one way
"Dec 7, 2022  13:58:22",9028516341,10,1,one way
"Dec 7, 2022  14:20:07",9427590308,90,5,return
"Dec 7, 2022  15:16:25",8074728825,10,1,one way
"Dec 7, 2022  15:56:44",7876014684,10,1,one way
"Dec 7, 2022  16:02:47",9036998511,36,2,return
"Dec 7, 2022  16:08:33",8610204656,10,2,one way
"Dec 7, 2022  16:10:16",7552865981,108,3,return
"Dec 7, 2022  16:57:04",8894829861,5,1,one way
"Dec 7, 2022  17:46:45",7145329700,5,1,one way
"Dec 7, 2022  18:13:49",6899418676,20,1,one way
"Dec 7, 2022  18:21:01",8064143719,30,3,one way
"Dec 7, 2022  18:30:23",8424342569,5,1,one way
"Dec 7, 2022  18:31:24",6589608429,36,4,return
"Dec 7, 2022  18:48:23",9545824828,25,5,one way
"Dec 7, 2022  19:32:36",8063047301,20,1,one way
"Dec 7, 2022  19:54:20",7663393302,36,4,return
"Dec 7, 2022  20:00:06",9626783158,5,1,one way
"Dec 7, 2022  20:14:47",9348079599,5,1,one way
"Dec 7, 2022  20:17:40",9635254983,10,1,one way
"Dec 7, 2022  20:33:13",9827493142,20,1,one way
"Dec 7, 2022  20:46:11",8571869280,9,1,return
"Dec 7, 2022  20:59:43",6572076006,10,1,one way
"Dec 7, 2022  21:02:18",8720557849,20,1,one way
"Dec 7, 2022  21:21:01",8654367197,20,1,one way
"Dec 7, 2022  21:51:07",8958402947,80,4,one way
"Dec 7, 2022  22:05:31",8191054083,20,1,one way
"Dec 8, 2022  01:23:31",7339927504,20,1,one way
"Dec 8, 2022  01:36:46",7623566720,20,1,one way
"Dec 8, 2022  01:50:53",7363749238,5,1,one way
"Dec 8, 2022  03:00:17",9728338571,5,1,one way
"Dec 8, 2022  03:54:43",7337609841,80,4,one way
"Dec 8, 2022  04:34:02",9386836770,20,1,one way
"Dec 8, 2022  04:40:39",8849187521,10,1,one way
"Dec 8, 2022  05:11:02",8876528423,9,1,return
"Dec 8, 2022  05:14:30",9829096511,20,1,one way
"Dec 8, 2022  06:48:40",8862346194,10,2,one way
"Dec 8, 2022  06:53:34",8319320798,20,1,one way
"Dec 8, 2022  07:36:03",8027177360,10,1,one way
